RESPID,StartDate,StartTime,EndDate,EndTime,VER,VER2,VER3,VER4,QAREA,S1,S2,D100,D101,Q1,P1X,P1Y,A2,Q3,Q4,Q5,Q6,Q7,A8,B8,Q9,A10,B10,V1,B11,Q12,A13,B13,V2,E14,Q15,Q16,Q17,Q18,V3,Q19,V4,Q20,G21,H21,G22,H22,Q23,Q24,Q25,Q26,V5,Q27,D102,D300,D301,D105,D130,Q28,D106,D112,VF_DATA
110150,7/9/2018,6:42 PM,7/9/2018,7:01 PM,2,1,1,1,2,1,1,1,1932,2,3,,,1,5,3,5,1,,4,2,,4,3,2,1,,2,3,2,2,2,2,2,3,3,3,1,2,,2,,2,2,2,2,3,13,5,2,2,4,1,1,1,2,AGE=86;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=94;PSCORE=2;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=2789
110151,7/9/2018,6:44 PM,7/9/2018,6:56 PM,1,2,1,1,4,1,1,2,1937,2,3,,3,1,4,1,3,1,1,,2,4,,3,,2,3,,3,3,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,4,2,2,5,1,1;3,4,2,AGE=81;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=7;G2016=M;DENSITY=1;COUNTY=LINCOLN;AGENTNUM=4611
110156,7/9/2018,7:19 PM,7/9/2018,9:27 PM,1,1,2,1,1,1,1,1,1979,3,5,3,2,1,5,3,2,7,2,,3,3,,3,,1,1,,1,,1,1,1,1,2,1,1,2,1,,1,,1,1,1,1,1,12,5,2,2,3,2,1;2;3,3,2,AGE=28;SEX=F;CF=1;REGNUM=1;BEST_PHONE=good_wireless;TSCORE=25;PSCORE=64;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4683
110160,7/9/2018,7:20 PM,7/9/2018,7:37 PM,2,2,1,2,3,1,1,2,1972,2,1,,,4,2,4,1,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,10,7,2,2,2,2,3,1,1,AGE=46;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=94;PSCORE=96;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4684
110167,7/9/2018,7:25 PM,7/9/2018,7:38 PM,1,1,2,1,4,1,1,2,1957,1,1,,1,4,1,4,5,4,1,,4,5,,1,,1,1,,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,1,6,2,2,1,1,3,3,2,AGE=61;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=94;PSCORE=78;G2016=M;DENSITY=2;COUNTY=WALLA WALLA;AGENTNUM=4134
110168,7/9/2018,7:27 PM,7/9/2018,7:36 PM,1,2,2,2,1,1,1,1,1953,3,3,,3,2,4,1,4,1,4,,2,4,,3,,2,3,,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,5,2,2,5,1,6,1,2,AGE=65;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=97;PSCORE=4;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4535
110174,7/9/2018,7:31 PM,7/9/2018,7:46 PM,1,1,2,1,1,1,1,2,1963,1,1,,1,4,1,4,1,4,1,,4,2,,1,,1,1,,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,12,6,2,2,1,4,,1,1,AGE=55;SEX=F;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=95;PSCORE=90;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4494
110175,7/9/2018,7:32 PM,7/9/2018,7:44 PM,1,2,1,2,1,1,1,2,1991,1,1,,5,4,1,4,1,4,1,,4,1,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,13,7,2,2,1,4,,3,2,AGE=27;SEX=F;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=71;PSCORE=54;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4309
110178,7/9/2018,7:35 PM,7/9/2018,7:53 PM,2,2,1,1,4,1,1,1,1953,2,5,3,,3,2,1,5,1,,4,4,,3,5,2,2,,2,4,3,3,1,3,3,4,1,4,2,3,,3,,3,3,3,3,4,11,5,2,2,4,3,6,1,2,AGE=65;SEX=M;CF=1;REGNUM=4;BEST_PHONE=good_wireless;TSCORE=95;PSCORE=2;G2016=M;DENSITY=1;COUNTY=STEVENS;AGENTNUM=4384
110180,7/9/2018,7:37 PM,7/9/2018,7:49 PM,1,1,2,1,1,1,1,1,1921,1,3,,3,1,4,1,6,2,7,,1,4,,3,,2,1,,3,,3,3,3,3,3,1,3,2,2,,3,,3,2,2,2,3,13,4,2,2,3,4,,5,2,AGE=97;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=86;PSCORE=2;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4426
110187,7/9/2018,7:43 PM,7/9/2018,8:05 PM,2,1,1,1,1,1,1,1,1949,3,5,4,,3,2,7,7,3,,4,7,,4,1,1,3,,2,1,3,3,3,3,3,1,4,1,2,1,,1,,4,4,1,1,1,13,6,2,2,4,4,,1,2,AGE=69;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=96;PSCORE=99;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4418
110190,7/9/2018,7:45 PM,7/9/2018,8:00 PM,2,1,1,1,1,1,1,1,1982,2,3,,,5,6,1,6,1,,4,5,,5,3,3,2,,2,3,3,2,2,3,2,3,2,3,2,2,,2,,2,2,2,2,3,13,1,2,2,4,1,1;3,1,1,AGE=36;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=63;PSCORE=40;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=5002
110192,7/9/2018,7:47 PM,7/9/2018,8:03 PM,2,1,1,1,1,1,2,1,1989,3,5,1,,3,6,4,5,4,,5,5,,4,1,1,1,,1,1,1,1,2,1,3,1,3,1,1,1,,1,,3,1,3,2,1,13,6,2,2,2,1,1;2,4,2,AGE=29;SEX=M;CF=1;REGNUM=1;BEST_PHONE=good_wireless;TSCORE=66;PSCORE=53;G2016=;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4463
110194,7/9/2018,7:48 PM,7/9/2018,8:06 PM,2,1,1,1,1,1,1,1,1958,3,1,,,3,5,5,5,4,,5,6,,4,1,3,2,,1,1,1,1,1,1,1,1,1,5,1,1,,1,,1,1,1,1,5,12,7,2,2,3,1,4,1,1,AGE=60;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=81;PSCORE=73;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4614
110199,7/9/2018,7:49 PM,7/9/2018,8:05 PM,2,1,1,1,1,1,2,1,1937,3,5,3,,2,4,1,6,2,,4,2,,7,3,2,3,,1,3,3,4,3,3,1,3,1,3,2,3,,3,,4,3,3,3,3,12,4,99,,1,1,3,4,2,AGE=82;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=91;PSCORE=36;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4611
110200,7/9/2018,7:49 PM,7/9/2018,8:04 PM,1,1,1,1,1,1,1,1,1984,2,2,,1,6,5,4,5,4,5,,3,2,,1,,1,1,,3,1,1,1,1,1,1,2,1,1,1,,1,,1,2,1,1,1,1,6,2,2,3,1,1;3,3,2,AGE=34;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=67;PSCORE=69;G2016=Z;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4413
110201,7/9/2018,7:51 PM,7/9/2018,8:20 PM,1,2,2,1,3,1,1,2,1953,2,6,1,3,5,6,3,1,3,2,,1,3,,5,,1,1,,2,,1,1,1,2,1,2,1,1,1,,1,,1,1,1,1,1,6,6,2,2,3,4,,1,2,AGE=33;SEX=F;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=73;PSCORE=15;G2016=F;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4620
110202,7/9/2018,7:51 PM,7/9/2018,8:06 PM,1,1,1,1,1,1,2,1,1956,3,5,3,5,5,5,4,5,1,2,,5,4,,5,,3,3,,4,3,3,3,1,3,4,3,5,3,3,,3,,3,3,3,3,5,13,5,2,2,3,1,1;2,2,2,AGE=62;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=84;PSCORE=72;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=2789
110206,7/9/2018,7:54 PM,7/9/2018,8:03 PM,2,1,2,2,1,1,1,1,1945,1,1,,,4,1,4,1,4,,1,4,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,1,6,2,2,3,4,,1,2,AGE=73;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=97;PSCORE=99;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4535
110207,7/9/2018,7:55 PM,7/9/2018,8:10 PM,1,1,1,2,1,1,1,1,9999,1,1,,1,4,2,4,7,4,7,,4,3,,1,,1,1,,1,1,1,1,1,1,1,2,1,1,,1,,1,1,1,1,1,1,12,4,2,2,1,4,,4,2,AGE=61;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=91;PSCORE=96;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4682
110218,7/9/2018,8:00 PM,7/9/2018,8:23 PM,1,2,2,2,3,1,1,3,1974,2,5,2,4,2,2,2,6,1,5,,2,4,,2,,2,1,,2,,3,3,3,3,2,3,2,2,,1,,3,3,1,1,3,2,5,6,2,2,4,4,,1,1,AGE=44;SEX=M;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=71;PSCORE=13;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4609
110220,7/9/2018,8:00 PM,7/9/2018,8:12 PM,1,1,1,2,3,1,1,1,1984,2,5,1,1,4,1,4,2,3,1,,3,2,,1,,1,3,,1,2,1,1,1,1,1,3,1,1,,1,,1,1,2,2,2,1,13,7,2,2,1,4,,1,1,AGE=34;SEX=M;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=82;PSCORE=79;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=2610
110223,7/9/2018,8:02 PM,7/9/2018,8:15 PM,2,1,1,2,1,1,1,1,1986,1,2,,,4,1,4,1,4,,2,4,,4,1,1,1,,1,1,3,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,10,2,2,2,1,1,1;2,2,2,AGE=32;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=82;PSCORE=45;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4232
110225,7/9/2018,8:03 PM,7/9/2018,8:14 PM,1,2,1,1,1,1,1,2,1929,1,3,,3,2,3,4,5,4,5,,2,3,,3,,2,3,,3,3,2,2,3,3,5,3,3,2,3,,3,,3,3,3,3,1,13,2,2,2,2,4,,5,2,AGE=83;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=94;PSCORE=98;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4409
110229,7/9/2018,8:06 PM,7/9/2018,8:17 PM,1,1,1,1,1,1,2,1,1945,2,1,,1,3,6,4,6,3,1,,6,2,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,1,7,2,2,3,4,,5,2,AGE=73;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=72;PSCORE=77;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4426
110230,7/9/2018,8:07 PM,7/9/2018,8:20 PM,2,2,2,1,1,1,1,1,1951,1,2,,,4,1,4,7,3,,2,3,,4,1,1,1,,1,1,,1,1,1,2,1,3,1,1,1,,1,,1,1,1,1,1,8,2,2,2,2,4,,2,2,AGE=67;SEX=M;CF=0;REGNUM=1;BEST_PHONE=good_wireless;TSCORE=96;PSCORE=97;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4523
110231,7/9/2018,8:08 PM,7/9/2018,8:26 PM,2,2,2,1,3,1,3,1,1963,3,5,1,,5,5,2,5,2,,2,1,,2,5,1,3,,1,2,,1,1,2,1,1,1,5,1,1,,1,,1,1,1,1,5,13,6,2,2,4,1,2,1,1,AGE=55;SEX=M;CF=1;REGNUM=3;BEST_PHONE=bad_wireless;TSCORE=83;PSCORE=33;G2016=;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4544
110232,7/9/2018,8:08 PM,7/9/2018,8:24 PM,2,1,1,1,3,1,1,1,1981,2,5,3,,5,6,2,5,2,,5,2,,2,5,2,1,,2,3,3,4,2,3,1,3,3,3,2,2,,3,,3,3,3,3,3,13,6,2,2,3,1,3,1,2,AGE=37;SEX=M;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=84;PSCORE=11;G2016=M;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4442
110233,7/9/2018,8:09 PM,7/9/2018,8:23 PM,2,2,1,1,3,1,1,1,1936,2,2,,,2,5,4,1,3,,2,4,,4,3,1,1,,2,2,1,1,1,1,2,1,1,5,3,1,,1,,1,1,1,2,5,1,1,2,2,2,3,1;2;3;4,4,2,AGE=82;SEX=M;CF=1;REGNUM=3;BEST_PHONE=append;TSCORE=87;PSCORE=50;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=5002
110234,7/9/2018,8:11 PM,7/9/2018,8:29 PM,2,1,1,2,1,1,1,1,1941,3,5,2,,2,4,1,5,1,,4,5,,4,3,3,2,,2,3,3,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,1,2,2,2,1,1;2,4,2,AGE=77;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=96;PSCORE=3;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4247
110236,7/9/2018,8:12 PM,7/9/2018,8:44 PM,1,1,1,1,1,1,2,1,1957,4,5,3,5,2,5,2,6,2,7,,5,3,,5,,3,4,,5,4,4,4,3,4,5,1,3,2,3,,2,,3,2,3,2,5,13,6,2,2,6,4,,3,2,AGE=61;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=70;PSCORE=86;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4418
110237,7/9/2018,8:12 PM,7/9/2018,8:28 PM,1,1,2,1,1,1,1,1,1960,1,3,,3,4,4,1,4,1,4,,4,4,,3,,2,3,,3,,3,3,3,2,3,1,3,2,3,,3,,3,3,3,3,3,12,3,2,2,5,4,,1,2,AGE=59;SEX=M;CF=1;REGNUM=1;BEST_PHONE=good_wireless;TSCORE=96;PSCORE=6;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=3731
110247,7/9/2018,8:20 PM,7/9/2018,8:40 PM,2,1,2,2,1,1,1,1,1982,2,3,,,5,6,4,6,1,,3,3,,4,3,1,1,,2,3,,2,1,2,3,3,1,3,2,,3,,3,2,2,1,2,3,3,4,2,2,3,1,2,1,2,AGE=36;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=94;PSCORE=10;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4573
110248,7/9/2018,8:20 PM,7/9/2018,8:32 PM,2,2,1,1,1,1,1,2,1950,1,5,3,,4,2,4,1,4,,5,4,,5,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,8,6,2,2,1,4,,1,2,AGE=38;SEX=M;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=68;PSCORE=87;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4409
110250,7/9/2018,8:20 PM,7/9/2018,8:41 PM,2,1,2,2,1,1,2,1,1976,3,5,2,,5,5,2,7,5,,7,2,,2,5,1,2,,1,3,,2,2,2,2,4,2,3,2,,2,,2,2,2,1,2,3,1,4,2,2,4,4,,3,2,AGE=42;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=66;PSCORE=84;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4413
110251,7/9/2018,8:20 PM,7/9/2018,8:41 PM,1,2,1,1,1,1,1,1,1967,1,2,,1,3,2,4,1,4,1,,4,2,,1,,1,1,,1,1,2,3,1,3,1,3,1,1,1,,1,,1,2,2,2,1,8,6,2,2,2,1,1,3,2,AGE=51;SEX=M;CF=1;REGNUM=1;BEST_PHONE=good_wireless;TSCORE=84;PSCORE=95;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4348
110256,7/9/2018,8:24 PM,7/9/2018,8:40 PM,1,2,1,1,1,1,1,1,1985,1,5,1,1,5,2,3,6,2,2,,3,2,,5,,1,3,,5,3,2,2,1,3,5,2,5,3,3,,3,,2,2,2,1,5,12,6,2,2,3,1,1;2;3,1,1,AGE=33;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=73;PSCORE=87;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4000
110257,7/9/2018,8:24 PM,7/9/2018,8:41 PM,1,1,1,2,1,1,1,1,1982,2,5,3,5,2,2,2,5,5,2,,2,5,,2,,1,3,,2,1,3,3,1,1,2,1,2,2,,3,,3,3,3,3,3,2,6,5,2,2,3,1,2;3,3,2,AGE=36;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=68;PSCORE=46;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4384
110258,7/9/2018,8:25 PM,7/9/2018,8:45 PM,1,2,1,1,1,1,1,1,1986,4,3,,3,2,3,2,2,1,4,,2,3,,3,,2,2,,3,3,3,3,2,3,3,1,3,2,3,,3,,3,3,3,3,3,13,5,99,,4,5,,4,1,AGE=32;SEX=M;CF=1;REGNUM=1;BEST_PHONE=append;TSCORE=57;PSCORE=53;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4209
110265,7/9/2018,8:28 PM,7/9/2018,8:41 PM,2,1,1,1,3,1,1,1,1975,3,4,,,1,5,2,5,3,,4,2,,3,3,2,2,,1,3,1,2,3,3,3,3,1,3,1,1,,1,,1,1,1,1,3,13,6,2,2,4,2,6,1,1,AGE=43;SEX=M;CF=1;REGNUM=3;BEST_PHONE=good_wireless;TSCORE=69;PSCORE=8;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=2610
110267,7/9/2018,8:29 PM,7/9/2018,8:51 PM,2,2,2,2,2,1,1,2,1981,2,2,,,3,5,4,5,7,,5,5,,3,1,1,1,,2,1,,1,1,1,1,1,2,1,1,,2,,1,1,1,1,1,1,3,8,2,2,6,5,,1,1,AGE=37;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=42;PSCORE=70;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4620
110268,7/9/2018,8:31 PM,7/9/2018,8:43 PM,2,1,2,1,3,1,1,1,1961,2,2,,,4,6,4,3,2,,2,5,,4,1,1,1,,2,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,12,1,2,2,3,1,4,1,1,AGE=57;SEX=M;CF=1;REGNUM=3;BEST_PHONE=bad_wireless;TSCORE=72;PSCORE=82;G2016=M;DENSITY=1;COUNTY=SPOKANE;AGENTNUM=5002
110269,7/9/2018,8:32 PM,7/9/2018,8:49 PM,1,1,1,2,1,1,1,2,1966,1,5,1,1,4,1,4,5,4,1,,4,2,,1,,1,1,,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,3,4,2,2,1,2,1;4,1,2,AGE=52;SEX=F;CF=0;REGNUM=1;BEST_PHONE=land;TSCORE=44;PSCORE=61;G2016=M;DENSITY=5;COUNTY=SPOKANE;AGENTNUM=4247
110271,7/9/2018,8:34 PM,7/9/2018,8:50 PM,2,1,1,2,3,1,1,2,1977,2,1,,,4,1,4,2,4,,2,4,,4,1,1,1,,1,1,1,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,AGE=41;SEX=F;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=67;PSCORE=89;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4611
110272,7/9/2018,8:35 PM,7/9/2018,8:46 PM,2,1,2,1,3,1,1,1,1993,1,5,2,,4,1,4,1,4,,3,3,,1,1,1,1,,1,1,,1,2,1,1,1,3,1,1,1,,1,,1,1,1,1,1,7,6,2,2,4,1,4,3,2,AGE=25;SEX=M;CF=0;REGNUM=3;BEST_PHONE=land;TSCORE=84;PSCORE=50;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4535
110275,7/9/2018,8:36 PM,7/9/2018,8:55 PM,1,2,2,1,4,1,3,2,1997,1,2,,1,2,1,4,3,3,1,,2,1,,1,,1,1,,1,,1,1,1,1,1,3,1,1,1,,1,,1,1,1,1,1,6,7,3,,1,5,,1,2,AGE=21;SEX=F;CF=0;REGNUM=4;BEST_PHONE=land;TSCORE=51;PSCORE=92;G2016=;DENSITY=3;COUNTY=WALLA WALLA;AGENTNUM=2789
110279,7/9/2018,8:40 PM,7/9/2018,8:57 PM,1,2,1,2,2,1,1,2,1956,1,1,,1,4,1,4,2,4,1,,5,4,,1,,1,1,,1,1,1,1,1,2,1,3,1,1,,1,,1,2,1,1,1,1,1,4,2,2,2,4,,1,2,AGE=62;SEX=F;CF=1;REGNUM=2;BEST_PHONE=good_wireless;TSCORE=84;PSCORE=89;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4482
110283,7/9/2018,8:41 PM,7/9/2018,8:54 PM,2,2,2,1,2,1,1,1,1955,1,5,3,,4,1,4,6,2,,2,3,,4,1,1,1,,1,1,,1,1,1,1,1,3,1,1,1,,3,,3,1,1,1,1,13,2,2,2,2,1,1;3,1,2,AGE=63;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=86;PSCORE=33;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4409
110290,7/9/2018,8:46 PM,7/9/2018,9:02 PM,1,2,1,2,2,1,1,1,1959,2,3,,3,2,6,2,3,2,4,,3,4,,3,,2,3,,3,3,2,2,2,2,3,2,3,2,,2,,2,2,2,2,2,3,4,5,2,2,5,4,,1,2,AGE=59;SEX=M;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=71;PSCORE=33;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4616
110291,7/9/2018,8:46 PM,7/9/2018,9:07 PM,1,2,2,2,2,1,1,2,1969,1,3,,3,1,4,1,4,1,4,,2,4,,3,,2,2,,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,13,6,2,2,5,5,,1,2,AGE=49;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=91;PSCORE=2;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=3600
110294,7/9/2018,8:48 PM,7/9/2018,9:00 PM,2,2,2,1,2,1,1,1,1968,1,5,3,,1,4,2,1,1,,4,4,,3,3,3,1,,2,3,,2,3,3,1,3,1,3,2,3,,3,,3,3,3,3,3,13,5,2,2,3,4,,4,1,AGE=50;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=79;PSCORE=6;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4535
110297,7/9/2018,8:50 PM,7/9/2018,9:08 PM,1,2,2,2,2,1,1,1,1997,2,5,3,1,1,6,2,5,3,2,,3,1,,3,,1,1,,3,,3,3,3,3,3,2,3,2,,3,,3,3,3,3,3,3,11,2,2,2,3,2,1;2,3,2,AGE=21;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=49;PSCORE=48;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4418
110298,7/9/2018,8:50 PM,7/9/2018,9:10 PM,1,1,2,1,2,1,1,1,1944,1,4,,3,1,4,2,2,2,4,,2,3,,3,,2,3,,3,,3,3,3,3,3,1,3,2,3,,3,,3,3,3,3,3,13,6,2,2,4,3,5,1,2,AGE=21;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=44;PSCORE=28;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4682
110299,7/9/2018,8:50 PM,7/9/2018,9:16 PM,2,2,1,2,2,1,1,2,1961,3,6,4,,2,2,3,6,2,,4,3,,3,5,1,1,,3,3,1,1,1,1,1,5,1,5,3,,1,,2,1,1,1,1,5,6,5,2,2,3,2,1,1,2,AGE=57;SEX=F;CF=1;REGNUM=2;BEST_PHONE=good_wireless;TSCORE=93;PSCORE=3;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4215
110303,7/9/2018,8:52 PM,7/9/2018,9:02 PM,1,1,2,2,2,1,1,2,1972,2,5,1,1,4,1,4,7,4,1,,4,1,,1,,1,1,,1,,1,1,1,1,1,3,1,1,,1,,1,1,1,1,1,1,13,5,2,2,1,4,,1,2,AGE=46;SEX=F;CF=1;REGNUM=2;BEST_PHONE=good_wireless;TSCORE=67;PSCORE=75;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4413
110307,7/9/2018,8:54 PM,7/9/2018,9:06 PM,1,2,2,2,2,1,1,2,1958,1,3,,3,1,3,1,3,1,4,,2,4,,3,,2,3,,3,,3,3,3,3,3,1,3,2,,3,,3,3,3,3,3,3,10,5,2,2,5,1,2;3,1,2,AGE=62;SEX=F;CF=1;REGNUM=2;BEST_PHONE=good_wireless;TSCORE=95;PSCORE=10;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4543
110311,7/9/2018,8:55 PM,7/9/2018,9:15 PM,2,2,2,1,2,1,1,1,1961,2,5,3,,3,2,4,5,4,,3,3,,3,1,1,1,,3,1,,1,1,2,3,1,3,1,1,1,,1,,2,2,2,2,1,12,6,97,2,4,1,4,4,2,AGE=57;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=96;PSCORE=96;G2016=M;DENSITY=2;COUNTY=SPOKANE;AGENTNUM=4611
110312,7/9/2018,8:55 PM,7/9/2018,9:12 PM,1,1,1,1,2,1,1,2,1982,1,6,3,1,3,2,4,5,5,1,,2,1,,3,,2,1,,5,1,1,1,2,2,5,1,5,3,1,,1,,1,2,1,2,5,9,2,2,2,3,4,,6,3,AGE=36;SEX=F;CF=1;REGNUM=2;BEST_PHONE=append;TSCORE=63;PSCORE=11;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4232
110316,7/9/2018,8:57 PM,7/9/2018,9:18 PM,1,1,1,1,2,1,1,2,1954,2,5,2,3,1,3,1,3,1,4,,2,4,,3,,2,1,,3,3,3,3,3,2,3,1,3,2,3,,3,,3,3,3,2,3,4,1,2,2,4,2,3,5,2,AGE=64;SEX=F;CF=1;REGNUM=2;BEST_PHONE=good_wireless;TSCORE=75;PSCORE=4;G2016=M;DENSITY=4;COUNTY=SPOKANE;AGENTNUM=4573
110318,7/9/2018,8:59 PM,7/9/2018,9:13 PM,2,2,1,2,2,1,1,1,1954,3,5,3,,7,6,1,6,1,,6,6,,6,3,1,2,,2,3,1,3,3,3,1,3,3,3,2,,2,,3,1,2,3,3,3,13,2,2,2,4,4,,3,2,AGE=64;SEX=M;CF=0;REGNUM=2;BEST_PHONE=land;TSCORE=86;PSCORE=44;G2016=;DENSITY=3;COUNTY=SPOKANE;AGENTNUM=4426
