,question_id,question_text,answer_text,answer_id,freq_weighted,percent_weighted
233,S1,Are you at least 18 years old and registered to vote at (ADDRESS ON FILE)?,Don't know/Refused,3,0.0,0.0
234,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Definitely,1,357.1968055089997,0.8863444305280286
235,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Probably,2,29.512146597000005,0.07323113299376527
236,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Chance 50-50,3,14.455770254,0.035870397651982425
237,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Probably not,4,0.0,0.0
238,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Definitely not,5,0.0,0.0
239,S2,"As you may know, there will be an election for Governor, US Senate, US Congress, and other offices this November. How likely are you to vote in the election for US Congress? Will you definitely vote, probably vote, are the chances 50-50, probably not vote, or definitely not vote?",Don't Know/Refused,6,1.835277647,0.00455403882622363
240,SW2,"Is there a chance you might consider voting for Democrat Aeryn Sun, or would you say there is NO chance you would consider voting for her?",Chance might consider Sun,1,49.054526978999995,0.26051011151154047
241,SW2,"Is there a chance you might consider voting for Democrat Aeryn Sun, or would you say there is NO chance you would consider voting for her?",NO chance would consider Sun,2,126.85390549399999,0.6736732999191593
242,SW2,"Is there a chance you might consider voting for Democrat Aeryn Sun, or would you say there is NO chance you would consider voting for her?",(Don't Know/Refused),3,12.393383124,0.0658165885693003
243,SW3,"Is there a chance you might consider voting for Republican John Crichton, or would you say there is NO chance you would consider voting for him?",Chance might consider Crichton,1,88.60034666800001,0.3245804909636688
244,SW3,"Is there a chance you might consider voting for Republican John Crichton, or would you say there is NO chance you would consider voting for him?",NO chance would consider Crichton,2,151.52603040100004,0.5551038476816222
245,SW3,"Is there a chance you might consider voting for Republican John Crichton, or would you say there is NO chance you would consider voting for him?",(Don't Know/Refused),3,32.84242153299999,0.12031566135470896
246,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",Aeryn Sun,1,195.10062305500003,0.48412065273352656
247,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",Lean Aeryn Sun,2,19.597561354999996,0.0486291845028774
248,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",John Crichton,3,125.65952860400002,0.31181024466952195
249,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",Lean John Crichton,4,4.371672801,0.010847823327355
250,V1,"If the election for US Congress was today, for which candidate would you vote - Democrat Aeryn Sun or Republican John Crichton? (IF UNDECIDED) But if you had to decide today, which way would you lean?",(Undecided/Refused),5,58.27061419199999,0.14459209476671922
251,VER,VERSION,A,1,201.5100707380001,0.5000249894156326
252,VER,VERSION,B,2,201.4899292689999,0.4999750105843674
