project_id,question_id,respondent_id,response
18058,D103,378,4
18058,D103,379,1
18058,D103,380,2
18058,D103,381,4
18058,D103,382,4
18058,D103,383,4
18058,D103,384,4
18058,D103,385,4
18058,D103,386,4
18058,D103,387,4
18058,D103,388,4
18058,D103,389,2
18058,D103,390,4
18058,D103,391,5
18058,D103,392,1
18058,D103,393,4
18058,D103,394,4
18058,D103,395,2
18058,D103,396,4
18058,D103,397,4
18058,D103,398,4
18058,D103,399,4
18058,D103,400,4
18058,D103,401,2
18058,D103,402,2
18058,D103,403,4
18058,D104,1,4
18058,D104,2,1
18058,D104,3,2
18058,D104,4,2
18058,D104,5,4
18058,D104,6,4
18058,D104,7,4
18058,D104,8,1
18058,D104,9,4
18058,D104,10,4
18058,D104,11,1
18058,D104,12,4
18058,D104,13,4
18058,D104,14,4
18058,D104,15,4
18058,D104,16,1
18058,D104,17,1
18058,D104,18,4
18058,D104,19,4
18058,D104,20,4
18058,D104,21,4
18058,D104,22,4
18058,D104,23,4
18058,D104,24,1
18058,D104,25,1
18058,D104,26,4
18058,D104,27,2
18058,D104,28,4
18058,D104,29,4
18058,D104,30,4
18058,D104,31,4
18058,D104,32,4
18058,D104,33,2
18058,D104,34,4
18058,D104,35,4
18058,D104,36,1
18058,D104,37,4
18058,D104,38,4
18058,D104,39,4
18058,D104,40,4
18058,D104,41,4
18058,D104,42,4
18058,D104,43,4
18058,D104,44,4
18058,D104,45,4
18058,D104,46,2
18058,D104,47,4
18058,D104,48,4
18058,D104,49,2
18058,D104,50,4
18058,D104,51,4
18058,D104,52,4
18058,D104,53,1
18058,D104,54,4
18058,D104,55,4
18058,D104,56,1
18058,D104,57,4
18058,D104,58,4
18058,D104,59,4
18058,D104,60,4
18058,D104,61,4
18058,D104,62,4
18058,D104,63,4
18058,D104,64,4
18058,D104,65,4
18058,D104,66,4
18058,D104,67,4
18058,D104,68,4
18058,D104,69,3
18058,D104,70,4
18058,D104,71,4
18058,D104,72,4
18058,D104,73,4
18058,D104,74,4
18058,D104,75,4
18058,D104,76,4
18058,D104,77,4
18058,D104,78,4
18058,D104,79,4
18058,D104,80,4
18058,D104,81,2
18058,D104,82,5
18058,D104,83,4
18058,D104,84,5
18058,D104,85,4
18058,D104,86,4
18058,D104,87,1
18058,D104,88,1
18058,D104,89,2
18058,D104,90,4
18058,D104,91,4
18058,D104,92,2
18058,D104,93,4
18058,D104,94,4
18058,D104,95,4
18058,D104,96,4
18058,D104,97,4
18058,D104,98,4
18058,D104,99,4
18058,D104,100,2
18058,D104,101,4
18058,D104,102,4
18058,D104,103,1
18058,D104,104,2
18058,D104,105,4
18058,D104,106,4
18058,D104,107,4
18058,D104,108,4
18058,D104,109,4
18058,D104,110,2
18058,D104,111,1
18058,D104,112,4
18058,D104,113,4
18058,D104,114,1
18058,D104,115,4
18058,D104,116,1
18058,D104,117,1
18058,D104,118,4
18058,D104,119,4
18058,D104,120,1
18058,D104,121,1
18058,D104,122,4
18058,D104,123,2
18058,D104,124,1
18058,D104,125,5
18058,D104,126,1
18058,D104,127,4
18058,D104,128,2
18058,D104,129,4
18058,D104,130,4
18058,D104,131,2
18058,D104,132,4
18058,D104,133,4
18058,D104,134,4
18058,D104,135,4
18058,D104,136,4
18058,D104,137,4
18058,D104,138,4
18058,D104,139,2
18058,D104,140,4
18058,D104,141,1
18058,D104,142,4
18058,D104,143,4
18058,D104,144,2
18058,D104,145,4
18058,D104,146,4
18058,D104,147,5
18058,D104,148,4
18058,D104,149,5
18058,D104,150,4
18058,D104,151,4
18058,D104,152,4
18058,D104,153,4
18058,D104,154,1
18058,D104,155,2
18058,D104,156,2
18058,D104,157,4
18058,D104,158,4
18058,D104,159,4
18058,D104,160,4
18058,D104,161,4
18058,D104,162,4
18058,D104,163,4
18058,D104,164,4
18058,D104,165,2
18058,D104,166,4
18058,D104,167,4
18058,D104,168,4
18058,D104,169,1
18058,D104,170,4
18058,D104,171,4
18058,D104,172,4
18058,D104,173,4
18058,D104,174,4
18058,D104,175,4
18058,D104,176,4
18058,D104,177,2
18058,D104,178,4
18058,D104,179,4
18058,D104,180,4
18058,D104,181,4
18058,D104,182,4
18058,D104,183,4
18058,D104,184,4
18058,D104,185,4
18058,D104,186,4
18058,D104,187,4
18058,D104,188,4
18058,D104,189,4
18058,D104,190,1
18058,D104,191,4
18058,D104,192,4
18058,D104,193,1
18058,D104,194,4
18058,D104,195,4
18058,D104,196,4
18058,D104,197,4
18058,D104,198,4
18058,D104,199,4
18058,D104,200,4
18058,D104,201,1
18058,D104,202,2
18058,D104,203,2
18058,D104,204,1
18058,D104,205,4
18058,D104,206,4
18058,D104,207,4
18058,D104,208,4
18058,D104,209,4
18058,D104,210,4
18058,D104,211,4
18058,D104,212,4
18058,D104,213,4
18058,D104,214,4
18058,D104,215,2
18058,D104,216,4
18058,D104,217,4
18058,D104,218,5
18058,D104,219,4
18058,D104,220,4
18058,D104,221,4
18058,D104,222,4
18058,D104,223,4
18058,D104,224,5
18058,D104,225,4
18058,D104,226,4
18058,D104,227,5
18058,D104,228,1
18058,D104,229,4
18058,D104,230,4
18058,D104,231,5
18058,D104,232,4
18058,D104,233,4
18058,D104,234,4
18058,D104,235,2
18058,D104,236,4
18058,D104,237,4
18058,D104,238,4
18058,D104,239,4
18058,D104,240,4
18058,D104,241,4
18058,D104,242,5
18058,D104,243,4
18058,D104,244,2
18058,D104,245,4
18058,D104,246,4
18058,D104,247,1
18058,D104,248,2
18058,D104,249,4
18058,D104,250,4
18058,D104,251,4
18058,D104,252,4
18058,D104,253,4
18058,D104,254,4
18058,D104,255,4
18058,D104,256,4
18058,D104,257,4
18058,D104,258,5
18058,D104,259,4
18058,D104,260,4
18058,D104,261,4
18058,D104,262,4
18058,D104,263,5
18058,D104,264,4
18058,D104,265,4
18058,D104,266,5
18058,D104,267,1
18058,D104,268,5
18058,D104,269,4
18058,D104,270,4
18058,D104,271,4
18058,D104,272,4
18058,D104,273,5
18058,D104,274,4
18058,D104,275,3
18058,D104,276,4
18058,D104,277,4
18058,D104,278,4
18058,D104,279,2
18058,D104,280,4
18058,D104,281,1
18058,D104,282,2
18058,D104,283,4
18058,D104,284,4
18058,D104,285,4
18058,D104,286,4
18058,D104,287,4
18058,D104,288,4
18058,D104,289,4
18058,D104,290,4
18058,D104,291,4
18058,D104,292,2
18058,D104,293,4
18058,D104,294,4
18058,D104,295,4
18058,D104,296,4
18058,D104,297,4
18058,D104,298,1
18058,D104,299,4
18058,D104,300,4
18058,D104,301,4
18058,D104,302,5
18058,D104,303,2
18058,D104,304,4
18058,D104,305,4
18058,D104,306,1
18058,D104,307,4
18058,D104,308,4
18058,D104,309,4
18058,D104,310,4
18058,D104,311,4
18058,D104,312,4
18058,D104,313,4
18058,D104,314,4
18058,D104,315,4
18058,D104,316,4
18058,D104,317,4
18058,D104,318,4
18058,D104,319,4
18058,D104,320,5
18058,D104,321,1
18058,D104,322,4
18058,D104,323,5
18058,D104,324,4
18058,D104,325,4
18058,D104,326,1
18058,D104,327,4
18058,D104,328,1
18058,D104,329,4
18058,D104,330,4
18058,D104,331,2
18058,D104,332,4
18058,D104,333,1
18058,D104,334,4
18058,D104,335,4
18058,D104,336,4
18058,D104,337,2
18058,D104,338,4
18058,D104,339,4
18058,D104,340,4
18058,D104,341,4
18058,D104,342,1
18058,D104,343,5
18058,D104,344,4
18058,D104,345,2
18058,D104,346,5
18058,D104,347,2
18058,D104,348,1
18058,D104,349,4
18058,D104,350,4
18058,D104,351,4
18058,D104,352,4
18058,D104,353,4
18058,D104,354,4
18058,D104,355,4
18058,D104,356,1
18058,D104,357,4
18058,D104,358,4
18058,D104,359,2
18058,D104,360,4
18058,D104,361,4
18058,D104,362,2
18058,D104,363,4
18058,D104,364,2
18058,D104,365,4
18058,D104,366,4
18058,D104,367,4
18058,D104,368,4
18058,D104,369,2
18058,D104,370,2
18058,D104,371,4
18058,D104,372,4
18058,D104,373,4
18058,D104,374,4
18058,D104,375,4
18058,D104,376,4
18058,D104,377,5
18058,D104,378,4
18058,D104,379,2
18058,D104,380,4
18058,D104,381,1
18058,D104,382,4
18058,D104,383,2
18058,D104,384,1
18058,D104,385,4
18058,D104,386,4
18058,D104,387,3
18058,D104,388,4
18058,D104,389,4
18058,D104,390,4
18058,D104,391,5
18058,D104,392,4
18058,D104,393,4
18058,D104,394,4
18058,D104,395,4
18058,D104,396,4
18058,D104,397,4
18058,D104,398,4
18058,D104,399,4
18058,D104,400,4
18058,D104,401,4
18058,D104,402,2
18058,D104,403,4
18058,D105,1,3
18058,D105,2,4
18058,D105,3,1
18058,D105,4,3
18058,D105,5,2
18058,D105,6,4
18058,D105,7,3
18058,D105,8,4
18058,D105,9,3
18058,D105,10,3
18058,D105,11,1
18058,D105,12,2
18058,D105,13,3
18058,D105,14,5
18058,D105,15,3
18058,D105,16,3
18058,D105,17,3
18058,D105,18,3
18058,D105,19,3
18058,D105,20,6
18058,D105,21,1
18058,D105,22,1
18058,D105,23,1
18058,D105,24,4
18058,D105,25,5
18058,D105,26,3
18058,D105,27,3
18058,D105,28,5
18058,D105,29,2
18058,D105,30,1
18058,D105,31,3
18058,D105,32,6
18058,D105,33,1
18058,D105,34,1
18058,D105,35,3
18058,D105,36,5
18058,D105,37,4
18058,D105,38,4
18058,D105,39,1
18058,D105,40,5
18058,D105,41,3
18058,D105,42,4
18058,D105,43,4
18058,D105,44,6
18058,D105,45,2
18058,D105,46,4
18058,D105,47,5
18058,D105,48,4
18058,D105,49,4
18058,D105,50,2
18058,D105,51,3
18058,D105,52,5
18058,D105,53,4
18058,D105,54,3
18058,D105,55,2
18058,D105,56,3
18058,D105,57,2
18058,D105,58,1
18058,D105,59,3
18058,D105,60,2
18058,D105,61,3
18058,D105,62,4
18058,D105,63,3
18058,D105,64,4
18058,D105,65,5
18058,D105,66,5
18058,D105,67,1
18058,D105,68,3
18058,D105,69,3
18058,D105,70,3
18058,D105,71,4
18058,D105,72,3
18058,D105,73,4
18058,D105,74,3
18058,D105,75,3
18058,D105,76,5
18058,D105,77,3
18058,D105,78,2
18058,D105,79,3
18058,D105,80,3
18058,D105,81,4
18058,D105,82,3
18058,D105,83,3
18058,D105,84,6
18058,D105,85,5
18058,D105,86,4
18058,D105,87,5
18058,D105,88,3
18058,D105,89,4
18058,D105,90,3
18058,D105,91,3
18058,D105,92,2
18058,D105,93,5
18058,D105,94,3
18058,D105,95,1
18058,D105,96,5
18058,D105,97,3
18058,D105,98,6
18058,D105,99,5
18058,D105,100,4
18058,D105,101,5
18058,D105,102,4
18058,D105,103,2
18058,D105,104,4
18058,D105,105,3
18058,D105,106,4
18058,D105,107,3
18058,D105,108,4
18058,D105,109,2
18058,D105,110,4
18058,D105,111,5
18058,D105,112,3
18058,D105,113,6
18058,D105,114,5
18058,D105,115,5
18058,D105,116,1
18058,D105,117,1
18058,D105,118,3
18058,D105,119,4
18058,D105,120,4
18058,D105,121,4
18058,D105,122,4
18058,D105,123,5
18058,D105,124,5
18058,D105,125,3
18058,D105,126,3
18058,D105,127,3
18058,D105,128,1
18058,D105,129,4
18058,D105,130,5
18058,D105,131,4
18058,D105,132,3
18058,D105,133,2
18058,D105,134,5
18058,D105,135,2
18058,D105,136,5
18058,D105,137,5
18058,D105,138,4
18058,D105,139,3
18058,D105,140,2
18058,D105,141,4
18058,D105,142,3
18058,D105,143,2
18058,D105,144,4
18058,D105,145,5
18058,D105,146,4
18058,D105,147,6
18058,D105,148,3
18058,D105,149,6
18058,D105,150,1
18058,D105,151,5
18058,D105,152,4
18058,D105,153,1
18058,D105,154,4
18058,D105,155,2
18058,D105,156,3
18058,D105,157,4
18058,D105,158,2
18058,D105,159,4
18058,D105,160,5
18058,D105,161,2
18058,D105,162,3
18058,D105,163,5
18058,D105,164,5
18058,D105,165,2
18058,D105,166,3
18058,D105,167,2
18058,D105,168,3
18058,D105,169,4
18058,D105,170,3
18058,D105,171,3
18058,D105,172,3
18058,D105,173,2
18058,D105,174,3
18058,D105,175,1
18058,D105,176,2
18058,D105,177,3
18058,D105,178,3
18058,D105,179,2
18058,D105,180,2
18058,D105,181,1
18058,D105,182,5
18058,D105,183,3
18058,D105,184,4
18058,D105,185,5
18058,D105,186,3
18058,D105,187,2
18058,D105,188,4
18058,D105,189,1
18058,D105,190,3
18058,D105,191,3
18058,D105,192,3
18058,D105,193,1
18058,D105,194,5
18058,D105,195,4
18058,D105,196,3
18058,D105,197,1
18058,D105,198,5
18058,D105,199,5
18058,D105,200,3
18058,D105,201,4
18058,D105,202,5
18058,D105,203,3
18058,D105,204,3
18058,D105,205,4
18058,D105,206,1
18058,D105,207,5
18058,D105,208,3
18058,D105,209,4
18058,D105,210,4
18058,D105,211,2
18058,D105,212,3
18058,D105,213,4
18058,D105,214,6
18058,D105,215,3
18058,D105,216,3
18058,D105,217,6
18058,D105,218,4
18058,D105,219,5
18058,D105,220,5
18058,D105,221,1
18058,D105,222,4
18058,D105,223,3
18058,D105,224,6
18058,D105,225,1
18058,D105,226,2
18058,D105,227,6
18058,D105,228,4
18058,D105,229,6
18058,D105,230,2
18058,D105,231,3
18058,D105,232,3
18058,D105,233,4
18058,D105,234,2
18058,D105,235,5
18058,D105,236,3
18058,D105,237,2
18058,D105,238,4
18058,D105,239,4
18058,D105,240,1
18058,D105,241,3
18058,D105,242,3
18058,D105,243,2
18058,D105,244,1
18058,D105,245,5
18058,D105,246,5
18058,D105,247,3
18058,D105,248,1
18058,D105,249,1
18058,D105,250,4
18058,D105,251,3
18058,D105,252,3
18058,D105,253,2
18058,D105,254,2
18058,D105,255,5
18058,D105,256,3
18058,D105,257,3
18058,D105,258,3
18058,D105,259,1
18058,D105,260,3
18058,D105,261,5
18058,D105,262,3
18058,D105,263,4
18058,D105,264,3
18058,D105,265,1
18058,D105,266,6
18058,D105,267,4
18058,D105,268,6
18058,D105,269,4
18058,D105,270,4
18058,D105,271,3
18058,D105,272,4
18058,D105,273,3
18058,D105,274,4
18058,D105,275,3
18058,D105,276,4
18058,D105,277,2
18058,D105,278,4
18058,D105,279,4
18058,D105,280,3
18058,D105,281,4
18058,D105,282,1
18058,D105,283,6
18058,D105,284,5
18058,D105,285,2
18058,D105,286,1
18058,D105,287,3
18058,D105,288,4
18058,D105,289,3
18058,D105,290,4
18058,D105,291,4
18058,D105,292,5
18058,D105,293,2
18058,D105,294,3
18058,D105,295,4
18058,D105,296,4
18058,D105,297,3
18058,D105,298,3
18058,D105,299,1
18058,D105,300,6
18058,D105,301,4
18058,D105,302,3
18058,D105,303,2
18058,D105,304,5
18058,D105,305,2
18058,D105,306,1
18058,D105,307,1
18058,D105,308,4
18058,D105,309,6
18058,D105,310,5
18058,D105,311,5
18058,D105,312,4
18058,D105,313,1
18058,D105,314,4
18058,D105,315,4
18058,D105,316,4
18058,D105,317,3
18058,D105,318,5
18058,D105,319,6
18058,D105,320,1
18058,D105,321,4
18058,D105,322,3
18058,D105,323,3
18058,D105,324,2
18058,D105,325,4
18058,D105,326,5
18058,D105,327,5
18058,D105,328,5
18058,D105,329,2
18058,D105,330,2
18058,D105,331,1
18058,D105,332,1
18058,D105,333,2
18058,D105,334,4
18058,D105,335,3
18058,D105,336,1
18058,D105,337,3
18058,D105,338,2
18058,D105,339,3
18058,D105,340,4
18058,D105,341,3
18058,D105,342,4
18058,D105,343,6
18058,D105,344,3
18058,D105,345,1
18058,D105,346,5
18058,D105,347,6
18058,D105,348,4
18058,D105,349,3
18058,D105,350,3
18058,D105,351,3
18058,D105,352,2
18058,D105,353,2
18058,D105,354,5
18058,D105,355,3
18058,D105,356,4
18058,D105,357,4
18058,D105,358,2
18058,D105,359,2
18058,D105,360,3
18058,D105,361,1
18058,D105,362,1
18058,D105,363,5
18058,D105,364,4
18058,D105,365,3
18058,D105,366,4
18058,D105,367,3
18058,D105,368,4
18058,D105,369,2
18058,D105,370,2
18058,D105,371,2
18058,D105,372,3
18058,D105,373,3
18058,D105,374,2
18058,D105,375,1
18058,D105,376,2
18058,D105,377,1
18058,D105,378,3
18058,D105,379,5
18058,D105,380,2
18058,D105,381,4
18058,D105,382,4
18058,D105,383,3
18058,D105,384,2
18058,D105,385,4
18058,D105,386,1
18058,D105,387,4
18058,D105,388,3
18058,D105,389,2
18058,D105,390,3
18058,D105,391,4
18058,D105,392,2
18058,D105,393,1
18058,D105,394,3
18058,D105,395,4
18058,D105,396,2
18058,D105,397,5
18058,D105,398,3
18058,D105,399,4
18058,D105,400,5
18058,D105,401,5
18058,D105,402,3
18058,D105,403,3
18058,D300,1,2
18058,D300,2,2
18058,D300,3,2
18058,D300,4,2
18058,D300,5,2
18058,D300,6,2
18058,D300,7,2
18058,D300,8,2
18058,D300,9,2
18058,D300,10,2
18058,D300,11,97
18058,D300,12,2
18058,D300,13,2
18058,D300,14,2
18058,D300,15,97
18058,D300,16,97
18058,D300,17,2
18058,D300,18,4
18058,D300,19,2
18058,D300,20,2
18058,D300,21,2
18058,D300,22,2
18058,D300,23,2
18058,D300,24,2
18058,D300,25,2
18058,D300,26,97
18058,D300,27,2
18058,D300,28,2
18058,D300,29,99
18058,D300,30,2
18058,D300,31,2
18058,D300,32,99
18058,D300,33,2
18058,D300,34,2
18058,D300,35,2
18058,D300,36,2
18058,D300,37,2
18058,D300,38,2
18058,D300,39,2
18058,D300,40,99
18058,D300,41,2
18058,D300,42,2
18058,D300,43,2
18058,D300,44,2
18058,D300,45,2
18058,D300,46,2
18058,D300,47,99
18058,D300,48,2
18058,D300,49,2
18058,D300,50,1
18058,D300,51,2
18058,D300,52,2
18058,D300,53,2
18058,D300,54,2
18058,D300,55,2
18058,D300,56,99
18058,D300,57,2
18058,D300,58,2
18058,D300,59,97
18058,D300,60,1
18058,D300,61,99
18058,D300,62,2
18058,D300,63,2
18058,D300,64,2
18058,D300,65,2
18058,D300,66,2
18058,D300,67,2
18058,D300,68,2
18058,D300,69,1
18058,D300,70,2
18058,D300,71,2
18058,D300,72,2
18058,D300,73,2
18058,D300,74,2
18058,D300,75,2
18058,D300,76,2
18058,D300,77,2
18058,D300,78,2
18058,D300,79,2
18058,D300,80,2
18058,D300,81,2
18058,D300,82,2
18058,D300,83,2
18058,D300,84,99
18058,D300,85,2
18058,D300,86,2
18058,D300,87,2
18058,D300,88,2
18058,D300,89,2
18058,D300,90,2
18058,D300,91,2
18058,D300,92,2
18058,D300,93,2
18058,D300,94,2
18058,D300,95,1
18058,D300,96,2
18058,D300,97,2
18058,D300,98,3
18058,D300,99,2
18058,D300,100,2
18058,D300,101,2
18058,D300,102,1
18058,D300,103,2
18058,D300,104,2
18058,D300,105,2
18058,D300,106,2
18058,D300,107,97
18058,D300,108,1
18058,D300,109,2
18058,D300,110,2
18058,D300,111,2
18058,D300,112,2
18058,D300,113,99
18058,D300,114,2
18058,D300,115,2
18058,D300,116,2
18058,D300,117,2
18058,D300,118,4
18058,D300,119,2
18058,D300,120,2
18058,D300,121,5
18058,D300,122,2
18058,D300,123,2
18058,D300,124,2
18058,D300,125,99
18058,D300,126,97
18058,D300,127,4
18058,D300,128,2
18058,D300,129,2
18058,D300,130,2
18058,D300,131,2
18058,D300,132,2
18058,D300,133,2
18058,D300,134,2
18058,D300,135,1
18058,D300,136,2
18058,D300,137,97
18058,D300,138,2
18058,D300,139,2
18058,D300,140,2
18058,D300,141,2
18058,D300,142,2
18058,D300,143,2
18058,D300,144,2
18058,D300,145,2
18058,D300,146,2
18058,D300,147,2
18058,D300,148,97
18058,D300,149,99
18058,D300,150,4
18058,D300,151,2
18058,D300,152,2
18058,D300,153,99
18058,D300,154,2
18058,D300,155,2
18058,D300,156,2
18058,D300,157,2
18058,D300,158,1
18058,D300,159,2
18058,D300,160,99
18058,D300,161,2
18058,D300,162,2
18058,D300,163,2
18058,D300,164,99
18058,D300,165,2
18058,D300,166,2
18058,D300,167,3
18058,D300,168,2
18058,D300,169,2
18058,D300,170,2
18058,D300,171,2
18058,D300,172,2
18058,D300,173,2
18058,D300,174,2
18058,D300,175,1
18058,D300,176,2
18058,D300,177,2
18058,D300,178,2
18058,D300,179,1
18058,D300,180,2
18058,D300,181,2
18058,D300,182,97
18058,D300,183,1
18058,D300,184,2
18058,D300,185,2
18058,D300,186,2
18058,D300,187,2
18058,D300,188,2
18058,D300,189,1
18058,D300,190,1
18058,D300,191,2
18058,D300,192,2
18058,D300,193,1
18058,D300,194,2
18058,D300,195,97
18058,D300,196,2
18058,D300,197,2
18058,D300,198,2
18058,D300,199,2
18058,D300,200,2
18058,D300,201,2
18058,D300,202,2
18058,D300,203,2
18058,D300,204,97
18058,D300,205,2
18058,D300,206,2
18058,D300,207,4
18058,D300,208,1
18058,D300,209,2
18058,D300,210,2
18058,D300,211,2
18058,D300,212,2
18058,D300,213,4
18058,D300,214,2
18058,D300,215,1
18058,D300,216,2
18058,D300,217,1
18058,D300,218,2
18058,D300,219,2
18058,D300,220,2
18058,D300,221,99
18058,D300,222,2
18058,D300,223,1
18058,D300,224,99
18058,D300,225,2
18058,D300,226,2
18058,D300,227,99
18058,D300,228,99
18058,D300,229,99
18058,D300,230,2
18058,D300,231,2
18058,D300,232,2
18058,D300,233,2
18058,D300,234,2
18058,D300,235,2
18058,D300,236,99
18058,D300,237,2
18058,D300,238,2
18058,D300,239,2
18058,D300,240,2
18058,D300,241,2
18058,D300,242,99
18058,D300,243,2
18058,D300,244,2
18058,D300,245,2
18058,D300,246,99
18058,D300,247,2
18058,D300,248,2
18058,D300,249,2
18058,D300,250,2
18058,D300,251,2
18058,D300,252,2
18058,D300,253,2
18058,D300,254,1
18058,D300,255,2
18058,D300,256,2
18058,D300,257,2
18058,D300,258,99
18058,D300,259,2
18058,D300,260,2
18058,D300,261,2
18058,D300,262,97
18058,D300,263,99
18058,D300,264,2
18058,D300,265,2
18058,D300,266,2
18058,D300,267,2
18058,D300,268,99
18058,D300,269,2
18058,D300,270,3
18058,D300,271,2
18058,D300,272,2
18058,D300,273,99
18058,D300,274,2
18058,D300,275,2
18058,D300,276,2
18058,D300,277,2
18058,D300,278,2
18058,D300,279,2
18058,D300,280,2
18058,D300,281,3
18058,D300,282,2
18058,D300,283,97
18058,D300,284,2
18058,D300,285,2
18058,D300,286,2
18058,D300,287,2
18058,D300,288,2
18058,D300,289,4
18058,D300,290,2
18058,D300,291,2
18058,D300,292,99
18058,D300,293,2
18058,D300,294,2
18058,D300,295,2
18058,D300,296,2
18058,D300,297,2
18058,D300,298,2
18058,D300,299,2
18058,D300,300,2
18058,D300,301,2
18058,D300,302,99
18058,D300,303,2
18058,D300,304,2
18058,D300,305,2
18058,D300,306,2
18058,D300,307,2
18058,D300,308,3
18058,D300,309,1
18058,D300,310,2
18058,D300,311,2
18058,D300,312,2
18058,D300,313,2
18058,D300,314,2
18058,D300,315,2
18058,D300,316,1
18058,D300,317,3
18058,D300,318,2
18058,D300,319,99
18058,D300,320,2
18058,D300,321,2
18058,D300,322,2
18058,D300,323,99
18058,D300,324,2
18058,D300,325,2
18058,D300,326,2
18058,D300,327,99
18058,D300,328,2
18058,D300,329,1
18058,D300,330,2
18058,D300,331,2
18058,D300,332,2
18058,D300,333,1
18058,D300,334,2
18058,D300,335,2
18058,D300,336,2
18058,D300,337,2
18058,D300,338,2
18058,D300,339,2
18058,D300,340,2
18058,D300,341,1
18058,D300,342,3
18058,D300,343,1
18058,D300,344,97
18058,D300,345,2
18058,D300,346,99
18058,D300,347,2
18058,D300,348,2
18058,D300,349,2
18058,D300,350,2
18058,D300,351,2
18058,D300,352,3
18058,D300,353,2
18058,D300,354,2
18058,D300,355,99
18058,D300,356,2
18058,D300,357,2
18058,D300,358,2
18058,D300,359,2
18058,D300,360,2
18058,D300,361,2
18058,D300,362,2
18058,D300,363,2
18058,D300,364,2
18058,D300,365,2
18058,D300,366,2
18058,D300,367,2
18058,D300,368,2
18058,D300,369,2
18058,D300,370,2
18058,D300,371,2
18058,D300,372,99
18058,D300,373,2
18058,D300,374,1
18058,D300,375,2
18058,D300,376,2
18058,D300,377,2
18058,D300,378,2
18058,D300,379,2
18058,D300,380,2
18058,D300,381,2
18058,D300,382,2
18058,D300,383,2
18058,D300,384,2
18058,D300,385,2
18058,D300,386,2
18058,D300,387,2
18058,D300,388,2
18058,D300,389,3
18058,D300,390,2
18058,D300,391,99
18058,D300,392,2
18058,D300,393,2
18058,D300,394,2
18058,D300,395,2
18058,D300,396,2
18058,D300,397,2
18058,D300,398,2
18058,D300,399,2
18058,D300,400,2
18058,D300,401,2
18058,D300,402,2
18058,D300,403,2
18058,D301,1,2
18058,D301,2,2
18058,D301,3,2
18058,D301,4,2
18058,D301,5,2
18058,D301,6,2
18058,D301,7,2
18058,D301,8,2
18058,D301,9,2
18058,D301,10,2
18058,D301,11,2
18058,D301,12,2
18058,D301,13,2
18058,D301,14,2
18058,D301,15,1
18058,D301,16,2
18058,D301,17,2
18058,D301,19,2
18058,D301,20,2
18058,D301,21,2
18058,D301,22,2
18058,D301,23,2
18058,D301,24,2
18058,D301,25,2
18058,D301,26,3
18058,D301,27,2
18058,D301,28,2
18058,D301,30,2
18058,D301,31,2
18058,D301,33,2
18058,D301,34,2
18058,D301,35,2
18058,D301,36,2
18058,D301,37,2
18058,D301,38,2
18058,D301,39,2
18058,D301,41,2
18058,D301,42,2
18058,D301,43,2
18058,D301,44,2
18058,D301,45,2
18058,D301,46,2
18058,D301,48,2
18058,D301,49,2
18058,D301,50,2
18058,D301,51,2
18058,D301,52,2
18058,D301,53,2
18058,D301,54,2
18058,D301,55,2
18058,D301,57,2
18058,D301,58,2
18058,D301,59,2
18058,D301,60,2
18058,D301,62,2
18058,D301,63,2
18058,D301,64,2
18058,D301,65,2
18058,D301,66,2
18058,D301,67,2
18058,D301,68,2
18058,D301,69,2
18058,D301,70,2
18058,D301,71,2
18058,D301,72,2
18058,D301,73,2
18058,D301,74,2
18058,D301,75,2
18058,D301,76,2
18058,D301,77,2
18058,D301,78,2
18058,D301,79,2
18058,D301,80,2
18058,D301,81,2
18058,D301,82,2
18058,D301,83,2
18058,D301,85,1
18058,D301,86,2
18058,D301,87,2
18058,D301,88,2
18058,D301,89,2
18058,D301,90,2
18058,D301,91,2
18058,D301,92,2
18058,D301,93,2
18058,D301,94,2
18058,D301,95,2
18058,D301,96,2
18058,D301,97,2
18058,D301,99,2
18058,D301,100,2
18058,D301,101,2
18058,D301,102,2
18058,D301,103,2
18058,D301,104,2
18058,D301,105,2
18058,D301,106,2
18058,D301,107,2
18058,D301,108,2
18058,D301,109,2
18058,D301,110,2
18058,D301,111,2
18058,D301,112,2
18058,D301,114,2
18058,D301,115,2
18058,D301,116,2
18058,D301,117,2
18058,D301,119,2
18058,D301,120,2
18058,D301,122,2
18058,D301,123,2
18058,D301,124,2
18058,D301,126,2
18058,D301,128,2
18058,D301,129,2
18058,D301,130,2
18058,D301,131,2
18058,D301,132,2
18058,D301,133,2
18058,D301,134,2
18058,D301,135,2
18058,D301,136,2
18058,D301,137,2
18058,D301,138,2
18058,D301,139,2
18058,D301,140,2
18058,D301,141,2
18058,D301,142,2
18058,D301,143,2
18058,D301,144,2
18058,D301,145,2
18058,D301,146,2
18058,D301,147,3
18058,D301,148,2
18058,D301,151,2
18058,D301,152,1
18058,D301,154,2
18058,D301,155,2
18058,D301,156,2
18058,D301,157,2
18058,D301,158,2
18058,D301,159,2
18058,D301,161,2
18058,D301,162,2
18058,D301,163,2
18058,D301,165,2
18058,D301,166,2
18058,D301,168,2
18058,D301,169,2
18058,D301,170,2
18058,D301,171,2
18058,D301,172,2
18058,D301,173,2
18058,D301,174,2
18058,D301,175,2
18058,D301,176,2
18058,D301,177,2
18058,D301,178,2
18058,D301,179,2
18058,D301,180,2
18058,D301,181,2
18058,D301,182,3
18058,D301,183,2
